medicineId,soldMedicineTimes,month
3932,75,2017-08
3935,593,2017-08
3938,275,2017-08
3968,894,2017-08
3988,666,2017-08
4003,646,2017-08
4008,840,2017-08
4014,533,2017-08
4016,852,2017-08
4027,222,2017-08
4042,851,2017-08
4054,1502,2017-08
4064,32,2017-08
4072,49,2017-08
4075,688,2017-08
4089,150,2017-08
4090,103,2017-08
4095,837,2017-08
4096,582,2017-08
4099,537,2017-08
4122,52,2017-08
4123,121,2017-08
4133,81,2017-08
4147,176,2017-08
4163,783,2017-08
4168,492,2017-08
4176,506,2017-08
4183,411,2017-08
4185,636,2017-08
4195,720,2017-08
4198,339,2017-08
4216,513,2017-08
4224,107,2017-08
4231,673,2017-08
4236,462,2017-08
4239,345,2017-08
4250,848,2017-08
4255,446,2017-08
4265,280,2017-08
4330,713,2017-08
4340,858,2017-08
4344,527,2017-08
4346,240,2017-08
4347,927,2017-08
4353,996,2017-08
4359,493,2017-08
4376,261,2017-08
4379,722,2017-08
4401,724,2017-08
4413,75,2017-08
4415,812,2017-08
4417,417,2017-08
4427,203,2017-08
4447,661,2017-08
4456,155,2017-08
4459,220,2017-08
4476,889,2017-08
4478,431,2017-08
4481,403,2017-08
4493,235,2017-08
4494,728,2017-08
4496,30,2017-08
4497,620,2017-08
4503,351,2017-08
4504,250,2017-08
4507,1200,2017-08
4524,206,2017-08
4544,160,2017-08
4552,779,2017-08
4565,576,2017-08
4571,772,2017-08
4573,474,2017-08
4589,944,2017-08
4593,300,2017-08
4611,84,2017-08
4617,870,2017-08
4619,565,2017-08
4625,231,2017-08
4629,223,2017-08
4632,740,2017-08
4642,129,2017-08
4656,460,2017-08
4685,878,2017-08
4693,173,2017-08
4706,698,2017-08
4710,169,2017-08
4713,274,2017-08
4715,192,2017-08
4732,358,2017-08
4734,685,2017-08
4743,799,2017-08
4744,804,2017-08
4751,804,2017-08
4755,613,2017-08
4781,982,2017-08
4804,617,2017-08
4822,171,2017-08
4826,710,2017-08
4842,847,2017-08
4843,90,2017-08
4844,862,2017-08
4849,585,2017-08
4851,724,2017-08
4859,615,2017-08
4863,129,2017-08
4876,869,2017-08
4878,62,2017-08
4902,300,2017-08
4937,658,2017-08
4963,831,2017-08
4965,918,2017-08
4972,456,2017-08
4974,226,2017-08
4975,442,2017-08
5001,535,2017-08
5013,638,2017-08
5030,110,2017-08
5034,939,2017-08
5050,382,2017-08
5054,38,2017-08
5062,447,2017-08
5069,676,2017-08
5076,458,2017-08
5081,660,2017-08
5095,591,2017-08
5098,865,2017-08
5103,564,2017-08
5107,321,2017-08
5110,457,2017-08
5120,627,2017-08
5129,792,2017-08
5133,48,2017-08
5138,715,2017-08
5144,969,2017-08
5145,977,2017-08
5160,270,2017-08
5198,275,2017-08
5248,120,2017-08
5265,924,2017-08
3,378,2017-09
10,880,2017-09
37,37,2017-09
48,999,2017-09
49,520,2017-09
50,427,2017-09
59,59,2017-09
63,874,2017-09
82,833,2017-09
132,105,2017-09
149,482,2017-09
175,708,2017-09
181,476,2017-09
208,669,2017-09
219,100,2017-09
221,623,2017-09
251,900,2017-09
261,642,2017-09
265,183,2017-09
266,597,2017-09
276,26,2017-09
280,584,2017-09
285,12,2017-09
292,419,2017-09
296,28,2017-09
298,534,2017-09
299,689,2017-09
303,671,2017-09
305,314,2017-09
308,461,2017-09
312,510,2017-09
315,934,2017-09
320,166,2017-09
331,255,2017-09
336,674,2017-09
340,1502,2017-09
342,740,2017-09
353,97,2017-09
362,943,2017-09
374,109,2017-09
380,141,2017-09
381,482,2017-09
383,119,2017-09
386,534,2017-09
399,969,2017-09
404,201,2017-09
413,940,2017-09
423,417,2017-09
440,599,2017-09
457,946,2017-09
503,523,2017-09
510,634,2017-09
513,218,2017-09
555,870,2017-09
584,14,2017-09
616,586,2017-09
641,27,2017-09
645,69,2017-09
654,470,2017-09
666,823,2017-09
686,956,2017-09
694,919,2017-09
701,372,2017-09
711,443,2017-09
713,272,2017-09
730,342,2017-09
770,415,2017-09
777,96,2017-09
779,870,2017-09
800,467,2017-09
802,730,2017-09
813,221,2017-09
815,995,2017-09
818,914,2017-09
829,773,2017-09
859,510,2017-09
860,130,2017-09
861,823,2017-09
866,389,2017-09
871,399,2017-09
874,759,2017-09
891,27,2017-09
904,771,2017-09
906,833,2017-09
907,337,2017-09
924,93,2017-09
943,46,2017-09
980,777,2017-09
983,133,2017-09
985,706,2017-09
988,799,2017-09
1011,558,2017-09
1032,788,2017-09
1034,695,2017-09
1039,629,2017-09
1051,1414,2017-09
1061,94,2017-09
1068,218,2017-09
1069,861,2017-09
1091,26,2017-09
1106,459,2017-09
1120,309,2017-09
1125,837,2017-09
1127,157,2017-09
1136,624,2017-09
1153,395,2017-09
1170,422,2017-09
1217,88,2017-09
1220,72,2017-09
1232,424,2017-09
1243,884,2017-09
1245,883,2017-09
1252,927,2017-09
1258,883,2017-09
1288,998,2017-09
1293,496,2017-09
1318,623,2017-09
1325,33,2017-09
1349,84,2017-09
1350,373,2017-09
1355,374,2017-09
1380,351,2017-09
1402,245,2017-09
1404,998,2017-09
1405,460,2017-09
1408,800,2017-09
1419,644,2017-09
1448,1284,2017-09
1462,683,2017-09
1470,625,2017-09
1476,395,2017-09
1483,380,2017-09
1489,403,2017-09
1559,395,2017-09
1560,870,2017-09
1579,16,2017-09
1583,957,2017-09
1588,335,2017-09
1607,462,2017-09
1617,68,2017-09
1666,228,2017-09
1687,319,2017-09
1694,878,2017-09
1702,998,2017-09
1706,277,2017-09
1721,322,2017-09
1725,286,2017-09
1729,180,2017-09
1730,354,2017-09
1733,359,2017-09
1736,538,2017-09
1737,228,2017-09
1739,978,2017-09
1740,385,2017-09
1743,554,2017-09
1757,509,2017-09
1759,942,2017-09
1772,514,2017-09
1787,934,2017-09
1788,240,2017-09
1794,218,2017-09
1811,794,2017-09
1812,158,2017-09
1832,372,2017-09
1844,494,2017-09
1855,823,2017-09
1863,566,2017-09
1865,283,2017-09
1868,323,2017-09
1871,908,2017-09
1873,989,2017-09
1899,654,2017-09
1936,680,2017-09
1937,913,2017-09
1955,632,2017-09
1971,705,2017-09
2001,51,2017-09
2012,189,2017-09
2016,338,2017-09
2026,922,2017-09
2027,657,2017-09
2037,128,2017-09
2044,652,2017-09
2047,176,2017-09
2056,912,2017-09
2064,887,2017-09
2074,59,2017-09
2081,118,2017-09
2108,857,2017-09
2115,149,2017-09
2128,897,2017-09
2151,492,2017-09
2156,899,2017-09
2171,487,2017-09
2183,180,2017-09
2189,482,2017-09
2198,577,2017-09
2200,431,2017-09
2203,799,2017-09
2259,855,2017-09
2263,623,2017-09
2298,154,2017-09
2302,429,2017-09
2313,272,2017-09
2314,830,2017-09
2344,102,2017-09
2358,204,2017-09
2380,434,2017-09
2395,587,2017-09
2400,997,2017-09
2413,845,2017-09
2415,172,2017-09
2417,302,2017-09
2424,172,2017-09
2431,592,2017-09
2435,841,2017-09
2464,579,2017-09
2468,460,2017-09
2472,296,2017-09
2475,869,2017-09
2484,352,2017-09
2493,302,2017-09
2508,398,2017-09
2517,758,2017-09
2526,567,2017-09
2550,159,2017-09
2551,920,2017-09
2553,235,2017-09
2563,841,2017-09
2569,132,2017-09
2577,15,2017-09
2598,915,2017-09
2608,1320,2017-09
2621,377,2017-09
2631,260,2017-09
2636,675,2017-09
2641,284,2017-09
2644,494,2017-09
2651,732,2017-09
2659,366,2017-09
2670,318,2017-09
2675,347,2017-09
2701,840,2017-09
2706,254,2017-09
2711,763,2017-09
2733,82,2017-09
2740,555,2017-09
2744,384,2017-09
2752,229,2017-09
2760,753,2017-09
2764,749,2017-09
2769,729,2017-09
2771,1248,2017-09
2789,581,2017-09
2793,678,2017-09
2794,864,2017-09
2809,990,2017-09
2840,289,2017-09
2848,179,2017-09
2875,976,2017-09
2879,664,2017-09
2884,1864,2017-09
2889,127,2017-09
2909,580,2017-09
2912,276,2017-09
2934,673,2017-09
2935,545,2017-09
2948,36,2017-09
2961,437,2017-09
2972,990,2017-09
2975,359,2017-09
2989,914,2017-09
2994,847,2017-09
3020,282,2017-09
3034,258,2017-09
3038,643,2017-09
3039,1444,2017-09
3045,56,2017-09
3056,147,2017-09
3057,604,2017-09
3063,606,2017-09
3065,673,2017-09
3071,900,2017-09
3108,522,2017-09
3116,215,2017-09
3123,144,2017-09
3125,286,2017-09
3136,421,2017-09
3141,1998,2017-09
3152,192,2017-09
3160,788,2017-09
3200,643,2017-09
3208,383,2017-09
3213,948,2017-09
3229,289,2017-09
3232,474,2017-09
3241,714,2017-09
3245,398,2017-09
3275,299,2017-09
3284,710,2017-09
3289,715,2017-09
3321,58,2017-09
3323,103,2017-09
3334,438,2017-09
3358,256,2017-09
3360,529,2017-09
3365,65,2017-09
3366,405,2017-09
3381,760,2017-09
3382,364,2017-09
3399,49,2017-09
3408,741,2017-09
3418,300,2017-09
3431,79,2017-09
3444,883,2017-09
3450,722,2017-09
3477,901,2017-09
3483,969,2017-09
3489,967,2017-09
3507,467,2017-09
3529,549,2017-09
3531,714,2017-09
3548,54,2017-09
3552,387,2017-09
3564,481,2017-09
3572,1048,2017-09
3573,494,2017-09
3580,866,2017-09
3608,322,2017-09
3614,20,2017-09
3623,802,2017-09
3633,244,2017-09
3653,689,2017-09
3663,695,2017-09
3676,956,2017-09
3678,459,2017-09
3680,464,2017-09
3683,917,2017-09
3686,240,2017-09
3699,371,2017-09
3711,971,2017-09
3737,420,2017-09
3742,294,2017-09
3743,632,2017-09
3745,553,2017-09
3749,617,2017-09
3750,910,2017-09
3751,700,2017-09
3754,155,2017-09
3755,133,2017-09
3767,368,2017-09
3769,214,2017-09
3780,286,2017-09
3781,404,2017-09
3798,26,2017-09
3815,796,2017-09
3836,526,2017-09
3849,1122,2017-09
3855,974,2017-09
3859,597,2017-09
3892,604,2017-09
3907,570,2017-09
3916,838,2017-09
3922,378,2017-09
3931,693,2017-09
3940,674,2017-09
3949,302,2017-09
3958,23,2017-09
3985,619,2017-09
4000,203,2017-09
4020,695,2017-09
4023,555,2017-09
4032,497,2017-09
4052,676,2017-09
4061,139,2017-09
4071,468,2017-09
4088,84,2017-09
4101,183,2017-09
4102,722,2017-09
4106,458,2017-09
4107,396,2017-09
4108,657,2017-09
4130,298,2017-09
4153,616,2017-09
4162,408,2017-09
4165,697,2017-09
4182,237,2017-09
4188,489,2017-09
4227,933,2017-09
4239,345,2017-09
4241,427,2017-09
4248,365,2017-09
4262,248,2017-09
4268,701,2017-09
4277,952,2017-09
4283,506,2017-09
4298,162,2017-09
4311,1766,2017-09
4335,401,2017-09
4350,977,2017-09
4379,722,2017-09
4380,918,2017-09
4388,387,2017-09
4396,132,2017-09
4397,440,2017-09
4405,481,2017-09
4409,975,2017-09
4410,122,2017-09
4427,203,2017-09
4428,410,2017-09
4431,579,2017-09
4434,277,2017-09
4439,781,2017-09
4457,354,2017-09
4463,349,2017-09
4466,281,2017-09
4501,832,2017-09
4517,186,2017-09
4527,415,2017-09
4568,954,2017-09
4571,772,2017-09
4606,756,2017-09
4615,945,2017-09
4632,740,2017-09
4639,250,2017-09
4654,490,2017-09
4662,239,2017-09
4668,480,2017-09
4693,173,2017-09
4695,448,2017-09
4710,169,2017-09
4715,192,2017-09
4723,959,2017-09
4746,229,2017-09
4774,189,2017-09
4779,929,2017-09
4792,452,2017-09
4794,908,2017-09
4802,153,2017-09
4803,57,2017-09
4819,643,2017-09
4825,860,2017-09
4832,473,2017-09
4834,182,2017-09
4857,105,2017-09
4864,607,2017-09
4870,609,2017-09
4879,131,2017-09
4891,216,2017-09
4911,164,2017-09
4925,752,2017-09
4929,440,2017-09
4942,414,2017-09
4981,911,2017-09
5006,903,2017-09
5008,523,2017-09
5012,598,2017-09
5013,319,2017-09
5015,206,2017-09
5016,461,2017-09
5040,1054,2017-09
5050,382,2017-09
5067,39,2017-09
5083,544,2017-09
5085,610,2017-09
5116,792,2017-09
5121,174,2017-09
5125,788,2017-09
5129,792,2017-09
5152,836,2017-09
5180,784,2017-09
5181,511,2017-09
5202,685,2017-09
5206,188,2017-09
5222,774,2017-09
5224,514,2017-09
5225,420,2017-09
5234,130,2017-09
5237,811,2017-09
5242,394,2017-09
5249,238,2017-09
5251,174,2017-09
5253,297,2017-09
5260,804,2017-09
5269,593,2017-09
5274,134,2017-09
7,176,2017-10
23,183,2017-10
34,607,2017-10
35,2532,2017-10
50,427,2017-10
51,831,2017-10
52,792,2017-10
66,615,2017-10
74,468,2017-10
106,775,2017-10
112,190,2017-10
119,393,2017-10
142,895,2017-10
150,755,2017-10
157,713,2017-10
175,708,2017-10
192,29,2017-10
194,216,2017-10
204,978,2017-10
206,467,2017-10
212,110,2017-10
215,11,2017-10
219,100,2017-10
227,262,2017-10
242,267,2017-10
246,801,2017-10
248,211,2017-10
251,900,2017-10
253,348,2017-10
318,704,2017-10
320,166,2017-10
326,529,2017-10
338,511,2017-10
339,665,2017-10
344,813,2017-10
387,83,2017-10
389,239,2017-10
404,201,2017-10
417,106,2017-10
421,864,2017-10
428,101,2017-10
431,124,2017-10
439,497,2017-10
477,576,2017-10
492,343,2017-10
558,666,2017-10
562,118,2017-10
570,871,2017-10
591,650,2017-10
599,977,2017-10
621,881,2017-10
626,608,2017-10
627,756,2017-10
634,784,2017-10
644,188,2017-10
648,506,2017-10
650,835,2017-10
661,558,2017-10
665,512,2017-10
699,454,2017-10
717,954,2017-10
730,342,2017-10
745,222,2017-10
748,100,2017-10
750,806,2017-10
751,181,2017-10
754,179,2017-10
762,480,2017-10
764,268,2017-10
808,381,2017-10
821,798,2017-10
831,785,2017-10
840,584,2017-10
864,215,2017-10
865,498,2017-10
934,460,2017-10
983,133,2017-10
993,927,2017-10
997,427,2017-10
1029,896,2017-10
1036,1948,2017-10
1041,930,2017-10
1044,580,2017-10
1046,627,2017-10
1057,90,2017-10
1058,61,2017-10
1078,595,2017-10
1079,187,2017-10
1094,506,2017-10
1110,149,2017-10
1117,594,2017-10
1122,626,2017-10
1166,816,2017-10
1176,797,2017-10
1182,565,2017-10
1222,836,2017-10
1231,615,2017-10
1236,468,2017-10
1243,884,2017-10
1261,224,2017-10
1288,499,2017-10
1293,496,2017-10
1299,256,2017-10
1310,538,2017-10
1314,513,2017-10
1325,33,2017-10
1361,822,2017-10
1376,991,2017-10
1382,519,2017-10
1392,672,2017-10
1396,278,2017-10
1419,644,2017-10
1422,817,2017-10
1424,735,2017-10
1436,989,2017-10
1445,213,2017-10
1448,642,2017-10
1450,234,2017-10
1455,921,2017-10
1471,668,2017-10
1481,490,2017-10
1487,761,2017-10
1496,218,2017-10
1501,773,2017-10
1514,802,2017-10
1516,94,2017-10
1528,581,2017-10
1532,880,2017-10
1533,656,2017-10
1537,743,2017-10
1539,22,2017-10
1549,911,2017-10
1551,713,2017-10
1618,26,2017-10
1631,407,2017-10
1635,302,2017-10
1638,386,2017-10
1639,839,2017-10
1648,811,2017-10
1649,197,2017-10
1654,862,2017-10
1666,228,2017-10
1672,477,2017-10
1673,580,2017-10
1676,629,2017-10
1684,940,2017-10
1704,234,2017-10
1748,546,2017-10
1761,201,2017-10
1768,672,2017-10
1773,237,2017-10
1782,516,2017-10
1785,328,2017-10
1795,695,2017-10
1803,233,2017-10
1812,158,2017-10
1815,641,2017-10
1827,707,2017-10
1830,469,2017-10
1834,286,2017-10
1876,392,2017-10
1886,789,2017-10
1905,830,2017-10
1912,483,2017-10
1926,106,2017-10
1929,506,2017-10
1930,777,2017-10
1933,708,2017-10
1939,416,2017-10
1956,83,2017-10
1962,458,2017-10
1963,32,2017-10
1969,582,2017-10
1973,262,2017-10
1988,397,2017-10
1995,494,2017-10
2004,364,2017-10
2042,456,2017-10
2043,790,2017-10
2050,614,2017-10
2064,887,2017-10
2081,118,2017-10
2087,244,2017-10
2090,975,2017-10
2099,297,2017-10
2125,532,2017-10
2127,588,2017-10
2137,846,2017-10
2142,612,2017-10
2154,265,2017-10
2161,826,2017-10
2170,751,2017-10
2175,292,2017-10
2177,792,2017-10
2183,180,2017-10
2194,634,2017-10
2214,75,2017-10
2235,205,2017-10
2242,539,2017-10
2247,936,2017-10
2264,375,2017-10
2276,973,2017-10
2287,876,2017-10
2302,429,2017-10
2307,556,2017-10
2309,351,2017-10
2311,294,2017-10
2320,695,2017-10
2323,212,2017-10
2327,972,2017-10
2343,495,2017-10
2371,898,2017-10
2375,609,2017-10
2382,765,2017-10
2384,399,2017-10
2386,112,2017-10
2391,612,2017-10
2395,587,2017-10
2404,955,2017-10
2412,923,2017-10
2413,845,2017-10
2429,835,2017-10
2432,449,2017-10
2436,138,2017-10
2440,881,2017-10
2448,132,2017-10
2453,708,2017-10
2460,702,2017-10
2464,579,2017-10
2467,655,2017-10
2471,184,2017-10
2474,420,2017-10
2513,36,2017-10
2526,567,2017-10
2581,313,2017-10
2591,892,2017-10
2596,895,2017-10
2598,915,2017-10
2602,458,2017-10
2629,597,2017-10
2632,368,2017-10
2634,361,2017-10
2643,468,2017-10
2654,366,2017-10
2669,200,2017-10
2671,352,2017-10
2706,254,2017-10
2772,539,2017-10
2775,548,2017-10
2785,65,2017-10
2801,375,2017-10
2827,513,2017-10
2831,284,2017-10
2836,78,2017-10
2840,289,2017-10
2843,693,2017-10
2855,586,2017-10
2879,664,2017-10
2884,1864,2017-10
2892,136,2017-10
2904,364,2017-10
2910,96,2017-10
2933,627,2017-10
2935,1090,2017-10
2957,425,2017-10
2965,701,2017-10
2984,598,2017-10
2990,642,2017-10
3001,968,2017-10
3025,48,2017-10
3031,771,2017-10
3053,958,2017-10
3068,583,2017-10
3069,516,2017-10
3076,506,2017-10
3078,689,2017-10
3098,582,2017-10
3108,522,2017-10
3118,530,2017-10
3138,757,2017-10
3143,835,2017-10
3145,260,2017-10
3163,982,2017-10
3177,903,2017-10
3179,424,2017-10
3181,949,2017-10
3191,903,2017-10
3241,714,2017-10
3242,138,2017-10
3262,533,2017-10
3266,218,2017-10
3277,548,2017-10
3279,404,2017-10
3281,43,2017-10
3286,566,2017-10
3319,808,2017-10
3360,529,2017-10
3379,824,2017-10
3381,760,2017-10
3384,264,2017-10
3385,816,2017-10
3391,113,2017-10
3419,164,2017-10
3435,672,2017-10
3441,1806,2017-10
3455,846,2017-10
3461,582,2017-10
3474,477,2017-10
3505,432,2017-10
3521,390,2017-10
3527,930,2017-10
3529,549,2017-10
3562,482,2017-10
3579,891,2017-10
3581,295,2017-10
3588,404,2017-10
3590,526,2017-10
3596,261,2017-10
3601,830,2017-10
3612,346,2017-10
3643,889,2017-10
3645,716,2017-10
3656,140,2017-10
3674,32,2017-10
3689,687,2017-10
3698,216,2017-10
3702,493,2017-10
3708,360,2017-10
3716,862,2017-10
3718,432,2017-10
3734,1972,2017-10
3772,464,2017-10
3779,578,2017-10
3782,774,2017-10
3786,15,2017-10
3798,26,2017-10
3813,997,2017-10
3819,652,2017-10
3831,509,2017-10
3840,912,2017-10
3841,399,2017-10
3842,24,2017-10
3850,439,2017-10
3864,880,2017-10
3880,930,2017-10
3887,442,2017-10
3894,699,2017-10
3896,271,2017-10
3900,551,2017-10
3903,612,2017-10
3917,437,2017-10
3922,378,2017-10
3937,431,2017-10
3962,393,2017-10
3966,753,2017-10
3967,1882,2017-10
3968,1788,2017-10
3975,247,2017-10
3987,974,2017-10
4006,203,2017-10
4015,142,2017-10
4026,498,2017-10
4039,538,2017-10
4048,83,2017-10
4055,372,2017-10
4081,804,2017-10
4094,919,2017-10
4121,812,2017-10
4124,60,2017-10
4127,188,2017-10
4170,816,2017-10
4175,140,2017-10
4216,513,2017-10
4218,500,2017-10
4221,805,2017-10
4228,928,2017-10
4234,921,2017-10
4253,483,2017-10
4281,827,2017-10
4291,604,2017-10
4310,948,2017-10
4314,241,2017-10
4315,404,2017-10
4324,742,2017-10
4362,861,2017-10
4363,516,2017-10
4369,735,2017-10
4370,938,2017-10
4386,964,2017-10
4433,448,2017-10
4450,298,2017-10
4457,354,2017-10
4478,431,2017-10
4480,116,2017-10
4483,255,2017-10
4517,186,2017-10
4525,988,2017-10
4553,635,2017-10
4554,212,2017-10
4568,954,2017-10
4573,474,2017-10
4593,300,2017-10
4594,517,2017-10
4599,883,2017-10
4605,484,2017-10
4608,776,2017-10
4617,435,2017-10
4625,231,2017-10
4627,739,2017-10
4634,300,2017-10
4635,505,2017-10
4650,661,2017-10
4658,689,2017-10
4674,53,2017-10
4678,540,2017-10
4681,967,2017-10
4684,494,2017-10
4694,936,2017-10
4723,959,2017-10
4725,811,2017-10
4736,579,2017-10
4743,799,2017-10
4753,304,2017-10
4754,519,2017-10
4757,372,2017-10
4765,955,2017-10
4772,453,2017-10
4781,982,2017-10
4795,454,2017-10
4863,129,2017-10
4868,469,2017-10
4874,709,2017-10
4910,127,2017-10
4971,601,2017-10
4974,226,2017-10
4994,847,2017-10
5012,598,2017-10
5034,1878,2017-10
5038,289,2017-10
5048,572,2017-10
5052,394,2017-10
5053,901,2017-10
5078,382,2017-10
5092,866,2017-10
5100,953,2017-10
5108,320,2017-10
5126,806,2017-10
5137,92,2017-10
5144,969,2017-10
5161,43,2017-10
5184,661,2017-10
5194,753,2017-10
5201,504,2017-10
5203,268,2017-10
5218,272,2017-10
5241,997,2017-10
5244,675,2017-10
5251,174,2017-10
5252,440,2017-10
5253,297,2017-10
5258,334,2017-10
5277,352,2017-10
medicineId,TotalPrice,month
4,634,2017-01
31,872,2017-01
44,995,2017-01
46,914,2017-01
59,59,2017-01
66,615,2017-01
72,313,2017-01
77,288,2017-01
81,78,2017-01
82,833,2017-01
86,120,2017-01
99,86,2017-01
101,530,2017-01
110,261,2017-01
115,475,2017-01
125,692,2017-01
127,975,2017-01
128,634,2017-01
137,256,2017-01
147,381,2017-01
151,758,2017-01
159,310,2017-01
163,474,2017-01
164,193,2017-01
173,163,2017-01
179,104,2017-01
213,517,2017-01
217,708,2017-01
222,492,2017-01
226,897,2017-01
237,760,2017-01
260,88,2017-01
265,183,2017-01
279,837,2017-01
283,151,2017-01
287,336,2017-01
292,419,2017-01
305,314,2017-01
315,934,2017-01
317,339,2017-01
325,262,2017-01
356,284,2017-01
358,818,2017-01
381,482,2017-01
386,534,2017-01
409,646,2017-01
410,382,2017-01
420,966,2017-01
421,864,2017-01
424,221,2017-01
431,124,2017-01
434,585,2017-01
443,828,2017-01
447,856,2017-01
459,783,2017-01
466,172,2017-01
470,273,2017-01
491,329,2017-01
497,420,2017-01
499,705,2017-01
506,462,2017-01
529,420,2017-01
541,506,2017-01
547,575,2017-01
558,666,2017-01
567,485,2017-01
573,304,2017-01
588,396,2017-01
593,168,2017-01
597,859,2017-01
628,912,2017-01
637,119,2017-01
648,506,2017-01
652,53,2017-01
655,751,2017-01
663,407,2017-01
665,512,2017-01
675,612,2017-01
685,113,2017-01
687,449,2017-01
694,919,2017-01
696,345,2017-01
699,227,2017-01
728,461,2017-01
729,837,2017-01
750,1612,2017-01
751,181,2017-01
755,16,2017-01
792,154,2017-01
802,730,2017-01
818,914,2017-01
821,798,2017-01
823,394,2017-01
833,873,2017-01
857,418,2017-01
859,510,2017-01
868,414,2017-01
875,137,2017-01
883,366,2017-01
886,384,2017-01
892,125,2017-01
937,642,2017-01
943,46,2017-01
971,237,2017-01
999,156,2017-01
1006,50,2017-01
1018,801,2017-01
1019,718,2017-01
1036,974,2017-01
1037,698,2017-01
1038,143,2017-01
1059,573,2017-01
1083,191,2017-01
1088,138,2017-01
1096,308,2017-01
1115,145,2017-01
1117,594,2017-01
1122,626,2017-01
1153,395,2017-01
1157,218,2017-01
1164,184,2017-01
1181,442,2017-01
1187,645,2017-01
1188,12,2017-01
1193,943,2017-01
1212,424,2017-01
1214,437,2017-01
1218,145,2017-01
1229,746,2017-01
1234,813,2017-01
1266,124,2017-01
1305,799,2017-01
1322,1434,2017-01
1325,33,2017-01
1337,934,2017-01
1338,1660,2017-01
1384,360,2017-01
1390,712,2017-01
1395,776,2017-01
1405,460,2017-01
1441,218,2017-01
1448,642,2017-01
1513,468,2017-01
1519,774,2017-01
1521,485,2017-01
1528,581,2017-01
1537,743,2017-01
1542,697,2017-01
1546,989,2017-01
1571,12,2017-01
1576,351,2017-01
1583,1914,2017-01
1591,607,2017-01
1603,574,2017-01
1621,117,2017-01
1631,407,2017-01
1634,270,2017-01
1637,182,2017-01
1640,708,2017-01
1652,159,2017-01
1679,925,2017-01
1680,242,2017-01
1692,583,2017-01
1705,634,2017-01
1707,431,2017-01
1709,191,2017-01
1715,689,2017-01
1728,689,2017-01
1761,201,2017-01
1777,434,2017-01
1788,240,2017-01
1812,158,2017-01
1826,465,2017-01
1830,469,2017-01
1836,611,2017-01
1840,524,2017-01
1845,743,2017-01
1855,823,2017-01
1861,995,2017-01
1878,39,2017-01
1880,750,2017-01
1894,323,2017-01
1896,596,2017-01
1904,698,2017-01
1908,892,2017-01
1921,174,2017-01
1925,884,2017-01
1932,482,2017-01
1934,172,2017-01
1949,343,2017-01
1988,397,2017-01
1999,162,2017-01
2002,182,2017-01
2009,452,2017-01
2010,689,2017-01
2014,644,2017-01
2040,624,2017-01
2063,880,2017-01
2064,887,2017-01
2077,16,2017-01
2081,118,2017-01
2094,366,2017-01
2100,108,2017-01
2103,477,2017-01
2164,887,2017-01
2167,47,2017-01
2175,292,2017-01
2180,66,2017-01
2190,346,2017-01
2191,944,2017-01
2195,256,2017-01
2212,702,2017-01
2218,335,2017-01
2228,181,2017-01
2240,1470,2017-01
2242,539,2017-01
2246,971,2017-01
2303,845,2017-01
2306,622,2017-01
2309,351,2017-01
2310,279,2017-01
2321,1676,2017-01
2333,330,2017-01
2348,1576,2017-01
2364,459,2017-01
2383,734,2017-01
2390,78,2017-01
2400,1994,2017-01
2402,579,2017-01
2441,486,2017-01
2449,150,2017-01
2471,368,2017-01
2482,191,2017-01
2491,811,2017-01
2496,446,2017-01
2498,543,2017-01
2502,912,2017-01
2504,893,2017-01
2512,456,2017-01
2538,203,2017-01
2544,902,2017-01
2559,175,2017-01
2570,771,2017-01
2572,594,2017-01
2576,461,2017-01
2581,313,2017-01
2626,667,2017-01
2629,597,2017-01
2630,932,2017-01
2634,361,2017-01
2635,334,2017-01
2638,684,2017-01
2643,468,2017-01
2667,735,2017-01
2669,200,2017-01
2686,701,2017-01
2691,856,2017-01
2700,41,2017-01
2704,93,2017-01
2714,100,2017-01
2716,840,2017-01
2748,947,2017-01
2754,442,2017-01
2761,590,2017-01
2762,27,2017-01
2781,685,2017-01
2783,278,2017-01
2801,375,2017-01
2815,558,2017-01
2836,78,2017-01
2840,289,2017-01
2849,843,2017-01
2862,443,2017-01
2886,993,2017-01
2896,189,2017-01
2913,103,2017-01
2920,639,2017-01
2959,964,2017-01
2964,986,2017-01
2966,602,2017-01
2969,402,2017-01
2979,459,2017-01
2983,558,2017-01
2998,481,2017-01
3039,1444,2017-01
3040,66,2017-01
3066,683,2017-01
3071,900,2017-01
3082,476,2017-01
3091,374,2017-01
3092,371,2017-01
3096,276,2017-01
3110,353,2017-01
3111,82,2017-01
3115,713,2017-01
3116,215,2017-01
3135,151,2017-01
3165,781,2017-01
3172,256,2017-01
3173,472,2017-01
3186,192,2017-01
3196,966,2017-01
3201,857,2017-01
3225,114,2017-01
3228,284,2017-01
3231,168,2017-01
3245,199,2017-01
3249,774,2017-01
3258,930,2017-01
3262,533,2017-01
3265,720,2017-01
3275,299,2017-01
3277,1096,2017-01
3278,195,2017-01
3280,227,2017-01
3299,874,2017-01
3301,876,2017-01
3326,654,2017-01
3333,993,2017-01
3334,438,2017-01
3335,672,2017-01
3347,581,2017-01
3365,65,2017-01
3370,965,2017-01
3379,824,2017-01
3383,374,2017-01
3404,242,2017-01
3420,808,2017-01
3449,983,2017-01
3452,719,2017-01
3467,688,2017-01
3509,647,2017-01
3512,368,2017-01
3526,374,2017-01
